    106.09     290.53
    293.22     212.70
     89.23     422.45
    121.91       9.27
    392.77     249.51
    336.20     161.63
    396.48     459.05
    249.36     349.60
     28.55      20.25
    309.09     205.05
    388.40     387.64
     53.16     189.99
     56.44     177.42
     74.81     389.42
    215.49     152.96
     70.13     360.26
     84.82     461.02
     72.40     265.23
    427.93     137.40
    123.11     196.66
    169.93      80.30
    235.55     135.38
     31.35     317.49
    116.54     269.86
     90.03     481.37
    364.80     251.18
     82.49     120.04
      4.02     147.47
    234.73     200.64
    429.45     233.44
    468.61     304.82
    129.77     201.63
     93.63     380.19
    190.87     337.85
    498.09     297.50
     46.21     279.63
    164.60     175.33
    283.94     401.15
    301.59      13.01
     81.99     245.44
     82.21     496.93
     83.16       6.99
    279.09     427.98
    427.14     368.79
    238.69     175.66
    416.10     304.67
     87.57      20.52
    447.34     425.95
    220.88     227.76
      9.92     414.78
    427.56     357.30
    131.40     247.08
    359.91     117.90
    236.31     373.70
     33.67     480.77
    124.44     230.56
    345.56     203.62
    128.43     203.36
    267.40      30.17
    351.40     445.48
    110.56     338.70
    453.63     224.11
    330.48      33.18
    284.27      12.25
    237.36     213.02
    441.76     225.44
    301.52     303.77
    405.82     221.03
    275.58     292.34
    362.21     485.32
     19.55      49.94
    250.94      62.73
    364.69     440.19
    180.05     497.26
    193.80     403.35
    447.84     455.75
    491.74     456.06
    369.60     361.56
    108.42     191.26
    427.10      42.24
    278.22     264.41
    102.07     342.65
    107.42     211.23
    304.85     102.61
     84.62     154.79
    348.32     331.30
    472.03     492.94
    226.76      49.11
    230.79     189.96
    422.95      91.81
     58.35     383.93
    402.73       5.18
    216.03     385.99
    269.22     235.26
     78.45     467.37
    292.94     407.43
    366.97     417.20
    379.96     277.95
    217.01     463.84
    280.81     109.85
    283.30      67.48
     75.78     377.58
    109.66      87.35
    313.24     279.34
    284.18      49.67
    309.37     457.11
    102.39     269.46
    292.28     305.52
    478.22     131.22
    202.23     203.85
     77.15     371.63
     64.90       3.09
    385.49     279.06
    423.66       2.67
    406.04     364.91
    122.38     466.92
    203.07     364.96
    478.53     402.65
    169.86      11.50
    488.58     147.86
    294.16      19.45
    320.03      52.97
     60.07     478.68
    402.79     415.05
    131.07     274.30
    141.88     306.17
    420.09     154.66
    288.63     204.95
    218.64     462.54
    295.47     191.48
     94.52     367.51
    476.06     107.24
    283.65      42.64
    100.02     261.39
     53.16     234.02
    204.58     490.53
     53.44     389.00
    101.82     119.87
     32.00     262.98
    369.67      91.87
     92.76     128.50
    381.59     381.52
