    120.80     147.31
    423.29      78.22
    293.80      98.75
    405.78      88.83
    243.78      78.05
    185.06     247.14
    455.27     134.47
    446.86     112.12
    316.82     286.61
    167.75      54.47
    252.71     284.78
    427.45      22.47
     56.24     320.60
      9.02     360.79
     53.15     242.77
    129.04     339.16
    448.65     380.55
    360.85     454.04
    464.48     190.39
    450.13     389.99
    163.82      99.13
    497.79      82.74
    354.75     252.01
    468.31     358.87
     54.83     106.58
    280.80     353.45
     41.42     256.49
    100.11     138.92
    320.20     225.48
     22.34     234.96
     41.18      21.45
     82.12     200.42
    345.23     268.52
    344.24     138.05
    234.30     140.09
    226.42     467.70
     45.75     228.31
    472.95     428.22
     62.69       9.55
    119.17     433.49
    220.10     385.35
    437.32     190.02
    472.30     399.75
    419.72     473.46
    294.06     300.58
    161.38     212.03
    452.29      81.33
    417.99     366.64
    247.19     108.03
     62.08      26.56
    214.45     164.58
     54.57     215.89
    312.52     310.30
    390.55     245.30
    494.80     463.11
    321.98     374.31
    478.39     259.19
    112.65     151.57
    405.56       5.66
    142.08     459.79
    185.27     205.11
    437.57     476.25
    495.20      77.33
    275.25     120.47
    386.49     230.74
    366.28     100.58
    238.17     462.09
    429.79     473.03
    201.34     174.29
    102.51     162.70
    169.75     286.42
    219.91     437.51
    322.86     260.18
    447.70     420.00
    319.75     239.47
    212.93       7.00
    305.08     463.95
    175.98     128.28
    207.11     125.10
    489.24     236.43
    341.97     401.54
    425.60     140.05
    302.13     354.20
     70.08     380.10
    190.40      80.95
    323.75     318.55
    281.66     103.64
    475.45     453.85
    213.04     323.19
    472.25     377.81
    380.97      23.06
    480.34     165.62
    368.22     305.79
    282.04     277.24
    352.07     127.32
    245.29     131.78
    360.02     226.30
    324.39      62.56
     24.65     451.93
    424.97     126.31
    298.10     398.12
     60.82     228.06
     14.48     231.88
    169.39     489.75
    249.93     197.63
    117.63     434.88
    174.36     384.79
    389.29     194.37
    158.32     331.80
    457.58     164.69
    287.29     276.54
     12.97     352.43
    253.98     179.58
    317.13     119.26
    470.96      41.04
    418.64     109.04
    187.50      11.24
    327.29     108.95
    210.09     185.55
    139.39     349.94
    173.12     145.38
     23.18     401.66
    422.21     402.56
     68.17     433.90
    239.68      21.72
    296.46     148.53
    273.35      18.64
    147.92       7.94
    231.74      56.13
    116.19     138.34
     90.27      15.24
    139.05     434.65
    332.77     391.09
    119.15     131.12
    360.51      29.90
     19.66     267.08
    462.21      79.84
     14.73     186.59
     71.38     458.17
    152.54     308.36
    140.16      97.74
    259.93      47.23
    321.26     331.73
    184.16     435.64
    115.22     429.85
     49.11      20.07
     58.61     474.76
     83.80     268.80
    277.54     104.83
    211.28     418.87
    104.42     241.31
     91.25     261.87
    404.74     425.43
    327.09     249.30
    151.86     217.53
    151.42     388.61
    407.83     204.30
    350.33     123.68
    139.82     285.24
    290.68      22.43
     76.06     189.75
    325.59     413.36
    426.10      65.15
    497.30     330.07
    221.16     337.80
    466.43     326.94
    354.34     371.50
    138.58     100.79
    178.14     190.37
    374.46     443.34
    401.51      54.04
    359.90     497.57
     95.31     352.75
    397.47     218.73
     50.46     232.13
    167.77     280.49
    210.34     256.96
    274.53     330.64
    305.40     386.70
    155.50     430.54
     35.37     244.15
    163.02     264.94
      6.25      95.00
    354.37     259.11
    184.54      11.62
    258.42     407.78
    125.30     274.23
    162.84      70.67
    272.46     122.79
    243.97     381.29
    166.53     454.72
    474.64      50.70
    237.96      63.54
    474.40     400.50
    463.15     460.45
    290.52      11.68
    346.98     313.41
    140.35     492.19
    363.69     499.77
    100.56     276.20
    464.07     338.53
    281.86     183.37
    234.91      94.81
     92.38     185.19
     37.94     432.91
    151.64     199.61
    429.23      97.00
    374.99      85.33
    339.79     114.31
    442.46     247.86
    134.56     287.55
    218.09     250.96
    492.60     155.62
    418.06     421.81
     16.81     368.67
    127.78     309.82
    318.94      77.36
    482.64     107.94
    379.67      42.51
    110.68     380.64
      3.44     244.91
    126.20     290.23
    244.95     219.59
    267.80       5.75
     66.80      41.20
    439.21     402.36
    362.81     153.33
    162.51       9.50
    320.41     458.26
    450.45     314.14
    313.91     411.98
    188.18     152.25
    488.28     270.14
    451.01     185.92
    278.23     368.11
     53.30      88.74
     21.64     170.79
    367.90     297.13
    391.63     266.62
    349.45     189.24
    301.05     243.51
    488.86     123.42
    408.47     126.56
    375.01     367.62
     23.24     438.80
    360.61     374.92
    243.60     368.88
    178.70     495.14
     72.51      55.15
    160.59      40.26
